time,density,nonezero,
85,0.5,0.53,
86,0.5,0.49,
87,0.5,0.535,
88,0.5,0.435,
89,0.5,0.495,
90,0.5,0.45,
91,0.5,0.58,
92,0.5,0.51,
93,0.5,0.465,
94,0.5,0.505,
95,0.5,0.435,
96,0.5,0.455,
97,0.5,0.53,
98,0.5,0.465,
99,0.5,0.45,
100,0.5,0.53,
101,0.5,0.505,
102,0.5,0.5,
103,0.5,0.5,
104,0.5,0.535,
105,0.5,0.53,
106,0.5,0.545,
107,0.5,0.535,
108,0.5,0.515,
109,0.5,0.505,
110,0.5,0.53,
111,0.5,0.485,
112,0.5,0.415,
113,0.5,0.54,
114,0.5,0.495,
115,0.5,0.585,
116,0.5,0.54,
117,0.5,0.58,
118,0.5,0.465,
119,0.5,0.52,
120,0.5,0.59,
121,0.5,0.51,
122,0.5,0.535,
123,0.5,0.575,
124,0.5,0.5,
125,0.5,0.495,
126,0.5,0.56,
127,0.5,0.43,
128,0.5,0.49,
129,0.5,0.565,
130,0.5,0.485,
131,0.5,0.48,
132,0.5,0.51,
133,0.5,0.48,
134,0.5,0.565,
135,0.5,0.495,
136,0.5,0.55,
137,0.5,0.505,
138,0.5,0.545,
139,0.5,0.55,
140,0.5,0.455,
141,0.5,0.45,
142,0.5,0.51,
143,0.5,0.53,
144,0.5,0.53,
145,0.5,0.485,
146,0.5,0.5,
147,0.5,0.57,
148,0.5,0.53,
149,0.5,0.51,
150,0.5,0.475,
151,0.5,0.56,
152,0.5,0.545,
153,0.5,0.485,
154,0.5,0.505,
155,0.5,0.455,
156,0.5,0.58,
157,0.5,0.425,
158,0.5,0.5,
159,0.5,0.42,
160,0.5,0.53,
161,0.5,0.48,
162,0.5,0.525,
163,0.5,0.5,
164,0.5,0.54,
165,0.5,0.52,
166,0.5,0.54,
167,0.5,0.515,
168,0.5,0.54,
169,0.5,0.48,
170,0.5,0.515,
171,0.5,0.49,
172,0.5,0.58,
173,0.5,0.52,
174,0.5,0.515,
175,0.5,0.485,
176,0.5,0.48,
177,0.5,0.54,
178,0.5,0.525,
179,0.5,0.55,
180,0.5,0.6,
181,0.5,0.545,
182,0.5,0.515,
183,0.5,0.49,
184,0.5,0.58,
185,0.5,0.46,
186,0.5,0.495,
187,0.5,0.515,
188,0.5,0.46,
189,0.5,0.54,
190,0.5,0.515,
191,0.5,0.46,
192,0.5,0.51,
193,0.5,0.465,
194,0.5,0.5,
195,0.5,0.46,
196,0.5,0.5,
197,0.5,0.5,
198,0.5,0.515,
199,0.5,0.495,
200,0.5,0.54,
1,0.6,0.58,
2,0.6,0.58,
3,0.6,0.605,
4,0.6,0.56,
5,0.6,0.63,
6,0.6,0.555,
7,0.6,0.52,
8,0.6,0.575,
9,0.6,0.59,
10,0.6,0.585,
11,0.6,0.6,
12,0.6,0.545,
13,0.6,0.545,
14,0.6,0.53,
15,0.6,0.635,
16,0.6,0.64,
17,0.6,0.63,
18,0.6,0.545,
19,0.6,0.62,
20,0.6,0.6,
21,0.6,0.56,
22,0.6,0.67,
23,0.6,0.57,
24,0.6,0.575,
25,0.6,0.65,
26,0.6,0.62,
27,0.6,0.625,
28,0.6,0.65,
29,0.6,0.695,
30,0.6,0.59,
31,0.6,0.595,
32,0.6,0.605,
33,0.6,0.61,
34,0.6,0.625,
35,0.6,0.63,
36,0.6,0.65,
37,0.6,0.575,
38,0.6,0.605,
39,0.6,0.6,
40,0.6,0.6,
41,0.6,0.635,
42,0.6,0.6,
43,0.6,0.565,
44,0.6,0.605,
45,0.6,0.56,
46,0.6,0.57,
47,0.6,0.565,
48,0.6,0.56,
49,0.6,0.59,
50,0.6,0.56,
51,0.6,0.59,
52,0.6,0.605,
53,0.6,0.6,
54,0.6,0.66,
55,0.6,0.635,
56,0.6,0.655,
57,0.6,0.53,
58,0.6,0.6,
59,0.6,0.595,
60,0.6,0.58,
61,0.6,0.705,
62,0.6,0.635,
63,0.6,0.65,
64,0.6,0.61,
65,0.6,0.62,
66,0.6,0.64,
67,0.6,0.62,
68,0.6,0.595,
69,0.6,0.615,
70,0.6,0.595,
71,0.6,0.715,
72,0.6,0.6,
73,0.6,0.56,
74,0.6,0.6,
75,0.6,0.615,
76,0.6,0.675,
77,0.6,0.59,
78,0.6,0.555,
79,0.6,0.535,
80,0.6,0.675,
81,0.6,0.65,
82,0.6,0.64,
83,0.6,0.62,
84,0.6,0.61,
85,0.6,0.58,
86,0.6,0.61,
87,0.6,0.64,
88,0.6,0.68,
89,0.6,0.665,
90,0.6,0.605,
91,0.6,0.595,
92,0.6,0.57,
93,0.6,0.535,
94,0.6,0.6,
95,0.6,0.63,
96,0.6,0.605,
97,0.6,0.65,
98,0.6,0.62,
99,0.6,0.64,
100,0.6,0.64,
101,0.6,0.57,
102,0.6,0.595,
103,0.6,0.65,
104,0.6,0.595,
105,0.6,0.625,
106,0.6,0.595,
107,0.6,0.605,
108,0.6,0.61,
109,0.6,0.67,
110,0.6,0.625,
111,0.6,0.55,
112,0.6,0.595,
113,0.6,0.6,
114,0.6,0.625,
115,0.6,0.585,
116,0.6,0.695,
117,0.6,0.58,
118,0.6,0.625,
119,0.6,0.61,
120,0.6,0.585,
121,0.6,0.585,
122,0.6,0.625,
123,0.6,0.59,
124,0.6,0.62,
125,0.6,0.6,
126,0.6,0.54,
127,0.6,0.625,
128,0.6,0.555,
129,0.6,0.59,
130,0.6,0.59,
131,0.6,0.61,
132,0.6,0.615,
133,0.6,0.645,
134,0.6,0.645,
135,0.6,0.62,
136,0.6,0.575,
137,0.6,0.595,
138,0.6,0.585,
139,0.6,0.635,
140,0.6,0.56,
141,0.6,0.57,
142,0.6,0.6,
143,0.6,0.64,
144,0.6,0.6,
145,0.6,0.605,
146,0.6,0.655,
147,0.6,0.6,
148,0.6,0.575,
149,0.6,0.575,
150,0.6,0.65,
151,0.6,0.61,
152,0.6,0.61,
